ULIKey,FirstSeen,Address,Village,Price,VLSNumber,DaysOnMarket,OwnerName
S234.203,2026-03-26,3766 INDIANWOOD RD,The Village of Lake Deaton,462000,249579,178,
S234.218,2026-03-26,3829 NEIGHBORLY WAY,The Village of Lake Deaton,380000,249758,178,
S116.84,2026-03-27,456 TROY LOOP,The Village of Mallory Square,525000,249713,177,
L68V.13,2026-03-27,1104 JOETTE PL,The Village of Lake Denham,779000,249769,177,
L6.871,2026-03-28,609 TARRSON BLVD,The Village of Silver Lake,209900,249791,176,
L63V.83,2026-03-28,1508 JEREMY CIR,The Village of Lake Denham,410000,249804,176,
S196.79,2026-03-29,825 ULELAH ST,The Village of Charlotte,489000,249801,175,
S729.10,2026-03-29,2430 MARJA ST,The Village of Marsh Bend,562000,249747,175,
S44A.37,2026-04-01,954 SUMNER LOOP,The Village of Chitty Chatty,795000,249837,172,
S70.287,2026-04-02,628 SHALIMAR ST,The Village of Winifred,374900,249324,171,
L10.2172,2026-04-03,1614 E SCHWARTZ BLVD,The Village of Country Club Hills,315000,249862,170,
S660.22,2026-04-04,2053 BONHAM LN,The Village of Poinciana,615000,249886,169,
S109V.28,2026-04-04,4212 MALVERN CT,The Village of Richmond,495000,249828,169,
L3.290,2026-04-04,818 BEECHWOOD AVE,The Village of Silver Lake,274900,249792,169,
S77V.82,2026-04-06,881 BOWDEN RD,The Village of Cason Hammock,725000,249864,167,
L29.11,2026-04-09,3238 PETERSON PL,The Village of Pine Hills,575000,249428,164,
L36.92,2026-04-11,3161 DRESSENDORFER DR,The Village of Pine Ridge,419900,249861,162,
L80V.46,2026-04-11,704 FORTNIER ST,The Village of Dabney,299900,249956,162,
S952.49,2026-04-12,3458 PLACIDA TER,The Village of Fernandina,329900,249813,161,
S96V.38,2026-04-14,5453 STALEY ST,The Village of St. Johns,550000,249931,159,
S68V.38,2026-04-16,6225 DINGMAN WAY,The Village of Citrus Grove,285000,249920,157,
S199.116,2026-04-17,3489 FIELDSTONE PATH,The Village of Charlotte,529000,249968,156,
S971.165,2026-04-17,598 OSADA AVE,Haciendas of Mission Hills,549900,250036,156,
S141.305,2026-04-18,1189 HOMELAND PARK ST,The Village of Bonita,420000,249966,155,
S117V.130,2026-04-19,3032 BRODEUR AVE,The Village of DeLuna,419900,250035,154,
L56V.54,2026-04-20,6931 MINCHEW CIR,The Village of Lake Denham,398500,250040,153,
L11.2760,2026-04-21,602 SAINT ANDREWS CIR,The Village of Country Club Hills,439900,250050,152,
L82V.57,2026-04-21,530 VAN DEEN PL,The Village of Dabney,389900,250080,152,
S833.265,2026-04-23,11196 ROZ WAY,Oxford Oaks - Family Neighborhood,749621,249908,150,
S212V.57,2026-04-23,1874 TIMON ST,The Village of Moultrie Creek,239555,250012,150,
