ULIKey,FirstSeen,Address,Village,Price,VLSNumber,DaysOnMarket,OwnerName
S127.8,2026-03-03,1693 BANBERRY RUN,The Village of Amelia,349000,249311,158,
S215V.100,2026-03-04,7546 BECKY CT,The Village of Moultrie Creek,424900,249425,157,
S184V.36,2026-03-04,1937 PANLILIO LOOP,The Village of Well Point,498500,249369,157,
S628.21,2026-03-05,5766 MARROT TER,The Village of Hammock at Fenney,545900,249417,156,
M53.80,2026-03-06,17640 SE 86TH BRIARCLIFFE CT,The Village of Springdale,749000,249505,155,
S128V.33,2026-03-06,4463 NOAH PL,The Village of DeLuna,419900,249506,155,
L78V.71,2026-03-07,650 CHERRY CREEK WAY,The Village of Dabney,1174800,249535,154,
S212V.58,2026-03-07,1870 TIMON ST,The Village of Moultrie Creek,284000,249488,154,
S960.8,2026-03-09,1953 CARROTWOOD ST,The Village of Lake Deaton,329900,249496,152,
L70V.34,2026-03-09,1085 BRINER PL,The Village of Lake Denham,439999,249443,152,
L10.2158,2026-03-10,1528 E SCHWARTZ BLVD,The Village of Country Club Hills,327500,249568,151,
M228.3,2026-03-10,16595 SE 85TH LANGHAM CT,The Village of Briar Meadow,435000,249541,151,
L60V.6,2026-03-10,6996 DWIGHT DR,The Village of Lake Denham,825000,249530,151,
S106.43,2026-03-11,1068 SAYLE ST,The Village of Virginia Trace,869700,249529,150,
S741.16,2026-03-11,955 COUTURE ST,The Village of Chitty Chatty,549727,249581,150,
S220V.3,2026-03-11,1564 FERRY PL,The Village of Shady Brook,315000,249564,150,
