ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber
S170.68,2596 BUTTONWOOD RUN,The Village of Buttonwood,Sumter,About Time,319900,2,2,1156,"1 Car, plus Golf Car Garage",,28.88962799,-82.01980226,A,P,,248453
S35.78,3243 MANSFIELD ST,The Village of Polo Ridge,Sumter,About Time,299711,2,2,1156,"1 Car, plus Golf Car Garage",,28.93091054,-82.00917612,A,P,,249278
S166.118,2004 ASHWOOD RUN,The Village of Pennecamp,Sumter,Tuckett Inn,347711,3,2,1450,"1 Car, plus Golf Car Garage",,28.88940705,-82.0013636,A,P,,250535
S131.150,2185 DARWIN TER,The Village of Amelia,Sumter,Tuckett Inn,329900,3,2,1467,2 Car Garage,,28.8801587,-81.95994992,A,P,,250621
S170.270,1963 HARDING PATH,The Village of Buttonwood,Sumter,At Ease,394500,3,2,1623,"2 Car, plus Golf Car Garage",,28.88593212,-82.01765817,A,P,7KSlA-QKvJg,249606
S609.100,3033 MACON CT,The Village of Belle Aire,Sumter,Belvidere,495000,3,2,1576,"1 Car, plus Golf Car Garage",Swimming Pool,28.9594043,-82.00407266,A,P,k8gUBBWucjg,250328
S608.62,3121 ARCHER AVE,The Village of Polo Ridge,Sumter,Richmond,499000,2,2,1316,"1 Car, plus Golf Car Garage",,28.93670083,-82.00471188,A,P,,250132
S960.8,1953 CARROTWOOD ST,The Village of Lake Deaton,Sumter,Callaway,315000,2,2,1206,"1 Car, plus Golf Car Garage",,28.84053757,-82.00154166,A,P,,249496
S955.58,2578 ALCADE PL,The Village of Collier,Sumter,Bonifay,349900,3,2,1407,"1 Car, plus Golf Car Garage",,28.84824407,-82.0187058,A,P,,249338
S947.16,598 KNIGHTSBRIDGE PL,The Village of Charlotte,Sumter,Bonifay,344900,3,2,1416,"1 Car, plus Golf Car Garage",,28.85409504,-81.96384116,A,P,,249879
S942.57,848 SAPPHIRE PL,The Village of Charlotte,Sumter,Bonifay,424900,3,2,1407,"1 Car, plus Golf Car Garage",,28.85117719,-81.97098416,A,P,,250199
S827.19,2485 YALAHA AVE,The Village of St. James,Sumter,Bonifay,394700,3,2,1416,"1 Car, plus Golf Car Garage",,28.87300439,-82.00213374,A,P,hMZAIejpesk,250598
S606.47,1130 SANTA CRUZ DR,The Village Santiago,Sumter,Las Brisas,274800,2,2,1079,"1 Car, plus Golf Car Garage",,28.94296588,-81.99976047,A,P,,250470
S606.66,1221 SANTA CRUZ DR,The Village Santiago,Sumter,San Lucas,290000,2,2,1174,"1 Car, plus Golf Car Garage",,28.94510735,-81.9996752,A,P,,249157
