ULIKey,FirstSeen,Address,Village,Price,VLSNumber,DaysOnMarket,OwnerName
L41V.69,2026-02-25,6358 BRIDGET AVE,The Village of Newell,584800,249407,176,
L22.6066,2026-02-26,918 VENTURA DR,The Village La Reynalda,369500,249396,175,
S218V.22,2026-02-26,1456 MESSER AVE,The Village of Shady Brook,559000,249351,175,
S42V.30,2026-02-27,5848 FLINT LOOP,The Village of Monarch Grove,995000,249436,174,
S126V.42,2026-02-27,4673 MONICA ST,The Village of DeLuna,419900,249410,174,
S75V.15,2026-02-27,837 HUBBARD LOOP,The Village of Cason Hammock,1729000,249440,174,
S106V.5,2026-02-27,4332 CAMEO CIR,The Village of Richmond,429900,249405,174,
L65V.31,2026-02-27,6959 SUGAR CREEK PATH,The Village of Lake Denham,989000,249408,174,
S963.50,2026-02-28,2156 ANTILLES CT,The Village of Collier,489000,249465,173,
L30.60,2026-03-02,3291 IIAMS CT,The Village of Pine Hills,539900,249456,171,
S215V.100,2026-03-04,7546 BECKY CT,The Village of Moultrie Creek,424900,249425,169,
S184V.36,2026-03-04,1937 PANLILIO LOOP,The Village of Well Point,498500,249369,169,
S628.21,2026-03-05,5766 MARROT TER,The Village of Hammock at Fenney,545900,249417,168,
M53.80,2026-03-06,17640 SE 86TH BRIARCLIFFE CT,The Village of Springdale,749000,249505,167,
L78V.71,2026-03-07,650 CHERRY CREEK WAY,The Village of Dabney,1174800,249535,166,
S212V.58,2026-03-07,1870 TIMON ST,The Village of Moultrie Creek,284000,249488,166,
S960.8,2026-03-09,1953 CARROTWOOD ST,The Village of Lake Deaton,329900,249496,164,
L70V.34,2026-03-09,1085 BRINER PL,The Village of Lake Denham,439999,249443,164,
L10.2158,2026-03-10,1528 E SCHWARTZ BLVD,The Village of Country Club Hills,327500,249568,163,
M228.3,2026-03-10,16595 SE 85TH LANGHAM CT,The Village of Briar Meadow,435000,249541,163,
L60V.6,2026-03-10,6996 DWIGHT DR,The Village of Lake Denham,825000,249530,163,
S106.43,2026-03-11,1068 SAYLE ST,The Village of Virginia Trace,869700,249529,162,
S741.16,2026-03-11,955 COUTURE ST,The Village of Chitty Chatty,549727,249581,162,
S220V.3,2026-03-11,1564 FERRY PL,The Village of Shady Brook,315000,249564,162,
S695.60,2026-03-12,412 HILDALGO DR,The Village de La Vista,255000,248563,161,
S60V.80,2026-03-12,1174 TERI TER,The Village of Bradford,439900,249513,161,
S100V.38,2026-03-13,4850 ANGELA AVE,The Village of St. Johns,299500,249570,160,
S34.154,2026-03-17,3017 RUGBY WAY,The Village of Polo Ridge,374900,249632,156,
S71V.204,2026-03-17,6352 MERHOTTEIN LOOP,The Village of Citrus Grove,999999,249598,156,
S88V.81,2026-03-17,1328 FRANCESCA PL,The Village of Hawkins,359295,249621,156,
L62V.44,2026-03-18,7180 FAY CT,The Village of Lake Denham,230000,249648,155,
S206V.18,2026-03-20,1794 CRANE DORAN PL,The Village of Moultrie Creek,995000,249692,153,
S110V.21,2026-03-21,2901 OSBORNE ST,The Village of Richmond,419900,249672,152,
L60V.79,2026-03-21,1580 ROWELL ST,The Village of Lake Denham,399000,249686,152,
L13.3323,2026-03-22,1423 W SCHWARTZ BLVD,The Village of Country Club Hills,309900,249673,151,
S844.20,2026-03-22,1238 CADIZ TER,The Village Hacienda,769900,249721,151,
L3.238,2026-03-22,832 SILVER OAK AVE,The Village of Silver Lake,219500,249719,151,
